learning evaluation instances,evaluation time (cpu seconds),model cost (RAM-Hours),classified instances,classifications correct (percent),Kappa Statistic (percent),Kappa Temporal Statistic (percent),Kappa M Statistic (percent),model training instances,model serialized size (bytes)
117000.0,12.365897756,1.3259235290202083E-6,117000.0,87.3,74.6117801340178,84.916864608076,73.86831275720165,117000.0,414472.0
118000.0,12.467844454,1.3368546824432204E-6,118000.0,85.3,70.64016425529874,82.05128205128204,70.18255578093306,118000.0,414472.0
119000.0,12.572574281,1.3480842546545982E-6,119000.0,89.4,78.81008639887413,87.60233918128655,78.49898580121705,119000.0,414472.0
120000.0,12.681507303,1.359764511099141E-6,120000.0,88.3,76.61515338060937,86.0381861575179,76.31578947368422,120000.0,414472.0
121000.0,12.783120079,1.3706598600018996E-6,121000.0,84.3,68.61205297165888,79.97448979591837,68.6,121000.0,414472.0
122000.0,12.883232168,1.3813942989374034E-6,122000.0,86.4,72.74603715356405,83.29238329238328,71.84265010351967,122000.0,414472.0
123000.0,12.993059277,1.3931704231477715E-6,123000.0,85.0,69.98174890333321,81.06060606060606,69.75806451612902,123000.0,414472.0
124000.0,13.114284775,1.4061687305320778E-6,124000.0,85.7,71.39542326772282,82.16957605985037,70.63655030800821,124000.0,414472.0
125000.0,13.219992818,1.4175031911742396E-6,125000.0,85.6,71.20518306704794,82.35294117647058,70.67209775967413,125000.0,414472.0
126000.0,13.320573177,1.428287839987197E-6,126000.0,86.5,73.00323961124666,83.53658536585365,72.72727272727273,126000.0,414472.0
127000.0,13.418080189,1.4387429516180953E-6,127000.0,86.3,72.52504833184929,83.2107843137255,71.21848739495798,127000.0,414472.0
128000.0,13.514646646,1.4490972129889119E-6,128000.0,88.5,77.01985484541356,86.24401913875597,77.40667976424362,128000.0,414472.0
129000.0,13.613748041,1.4597232810659725E-6,129000.0,86.3,72.56905789730817,83.49397590361446,72.21095334685597,129000.0,414472.0
130000.0,13.714743118,1.4705523976858745E-6,130000.0,86.6,73.19581854769343,83.578431372549,73.03822937625755,130000.0,414472.0
131000.0,13.818019148,1.4816260876728675E-6,131000.0,84.3,68.54337808054497,80.27638190954774,67.01680672268907,131000.0,414472.0
132000.0,13.918197446,1.4923676258156157E-6,132000.0,88.3,76.60542754081054,86.10451306413302,76.69322709163346,132000.0,414472.0
133000.0,14.027559626,1.5040938983845915E-6,133000.0,86.7,73.3507521900472,83.78048780487805,72.63374485596708,133000.0,414472.0
134000.0,14.128180167,1.5148828556804667E-6,134000.0,86.9,73.7899353351687,84.14043583535108,73.3739837398374,134000.0,414472.0
135000.0,14.227186448,1.5254987252347003E-6,135000.0,87.1,74.14415136695261,84.42028985507247,73.5655737704918,135000.0,414472.0
136000.0,14.325888904,1.5360820173955126E-6,136000.0,85.1,70.20691199641684,82.04819277108435,70.3187250996016,136000.0,414472.0
137000.0,14.42688736,1.5469114963259958E-6,137000.0,84.89999999999999,69.79395879175834,80.93434343434343,69.18367346938776,137000.0,414472.0
138000.0,14.526844085,1.557629276480453E-6,138000.0,87.6,75.17567215871554,85.30805687203792,74.48559670781893,138000.0,414472.0
139000.0,14.622904951,1.5679293262593424E-6,139000.0,87.2,74.41719164721307,84.4660194174757,73.93075356415478,139000.0,414472.0
140000.0,14.719733645,1.5783117057834335E-6,140000.0,86.9,73.7779734977381,84.21686746987952,73.58870967741935,140000.0,414472.0
141000.0,14.816771158,1.5887164757583328E-6,141000.0,86.8,73.61688519347618,83.86308068459657,73.38709677419355,141000.0,414472.0
142000.0,14.916253028,1.5993833399639607E-6,142000.0,86.1,72.25903277824787,83.09002433090025,71.1018711018711,142000.0,414472.0
143000.0,15.022285994,1.610752640215775E-6,143000.0,89.0,78.02636835797044,87.14953271028037,77.55102040816327,143000.0,414472.0
144000.0,15.119523812,1.6211788877346198E-6,144000.0,87.5,74.9625439657728,84.97596153846155,74.2798353909465,144000.0,414472.0
145000.0,15.216955781,1.631625952939666E-6,145000.0,85.9,71.77516214268556,82.375,71.51515151515152,145000.0,414472.0
146000.0,15.314901976,1.6421281556176309E-6,146000.0,85.0,70.0327242651025,81.5270935960591,69.32515337423312,146000.0,414472.0
147000.0,15.414481641,1.6528055058141734E-6,147000.0,87.2,74.40818937939859,84.50363196125906,74.19354838709677,147000.0,414472.0
148000.0,15.515114195,1.663595751194397E-6,148000.0,86.0,71.99462296760977,82.63027295285357,71.65991902834008,148000.0,414472.0
149000.0,15.61308501,1.6741005937322351E-6,149000.0,87.9,75.76374255886806,85.59523809523809,75.25562372188139,149000.0,414472.0
150000.0,15.711066659,1.6846065979370866E-6,150000.0,88.6,77.14734748861378,86.52482269503547,76.44628099173553,150000.0,414472.0
151000.0,15.810013675,1.6952161128489401E-6,151000.0,84.2,68.38039584542416,79.92376111817026,68.08080808080807,151000.0,414472.0
152000.0,15.909267176,1.7058584903705945E-6,152000.0,86.6,73.20514461223445,83.67844092570039,73.09236947791165,152000.0,414472.0
153000.0,16.015708012,1.7172715241580122E-6,153000.0,86.1,72.22333240078333,82.75434243176178,70.36247334754798,153000.0,414472.0
154000.0,16.112038342,1.72760046699949E-6,154000.0,87.4,74.7935471480699,84.78260869565216,75.0,154000.0,414472.0
155000.0,16.21244067,1.7383660265803956E-6,155000.0,84.7,69.39559296538701,80.65739570164348,69.27710843373494,155000.0,414472.0
156000.0,16.310813715,1.7489139979093334E-6,156000.0,87.1,74.19298049069347,84.05438813349815,74.04426559356136,156000.0,414472.0
157000.0,16.410871586,1.7596426233630089E-6,157000.0,87.1,74.20454000095982,84.4578313253012,73.2919254658385,157000.0,414472.0
158000.0,16.51037783,1.7703121010513562E-6,158000.0,86.9,73.8062864912421,83.84710234278668,73.42799188640974,158000.0,414472.0
159000.0,16.610317336,1.781028034912265E-6,159000.0,87.9,75.79709565147819,85.47418967587035,75.8,159000.0,414472.0
160000.0,16.708675558,1.7915744168568444E-6,160000.0,85.39999999999999,70.72505614372794,81.51898734177216,69.89690721649484,160000.0,414472.0
161000.0,16.810892106,1.802534504730987E-6,161000.0,84.39999999999999,68.85891892539316,80.20304568527918,69.70873786407766,161000.0,414472.0
162000.0,16.911213642,1.8132914014540985E-6,162000.0,86.0,72.00772586766053,82.84313725490195,72.38658777120315,162000.0,414472.0
163000.0,17.016471585,1.8245776004825717E-6,163000.0,86.7,73.3842434721355,84.1288782816229,72.11740041928721,163000.0,414472.0
164000.0,17.111998662,1.834820415161463E-6,164000.0,84.7,69.42837047220179,80.7061790668348,68.77551020408163,164000.0,414472.0
165000.0,17.209306097,1.8452541273076355E-6,165000.0,83.89999999999999,67.79484717554809,79.43805874840358,67.92828685258964,165000.0,414472.0
166000.0,17.306930561,1.8557218326356032E-6,166000.0,85.39999999999999,70.78539269634817,81.65829145728644,70.5050505050505,166000.0,414472.0
167000.0,17.410125536,1.8667868315648368E-6,167000.0,86.9,73.79056460325717,83.66583541147132,73.1006160164271,167000.0,414472.0
168000.0,17.506981343,1.8771721182587388E-6,168000.0,86.6,73.21874687718596,83.69829683698296,72.76422764227642,168000.0,414472.0
169000.0,17.604248979,1.8876015629888634E-6,169000.0,85.39999999999999,70.84513173607256,82.15158924205377,70.26476578411405,169000.0,414472.0
170000.0,17.701646774,1.8980449639140026E-6,170000.0,86.7,73.41063574570171,83.70098039215686,73.18548387096774,170000.0,414472.0
171000.0,17.800716341,1.9086676192591358E-6,171000.0,85.5,70.96236722792739,82.05445544554455,70.58823529411764,171000.0,414472.0
172000.0,17.897443685,1.919039131610271E-6,172000.0,87.3,74.62841617388524,84.84486873508354,74.2914979757085,172000.0,414472.0
173000.0,18.004092786,1.9304744964462887E-6,173000.0,87.0,73.99760777991575,83.99014778325122,73.79032258064517,173000.0,414472.0
174000.0,18.103058459,1.941086011840094E-6,174000.0,83.0,65.98966085690049,78.2051282051282,65.4471544715447,174000.0,414472.0
175000.0,18.202008904,1.9516958944237393E-6,175000.0,87.5,75.00699804054864,85.1543942992874,74.79838709677419,175000.0,414472.0
176000.0,18.301828251,1.9623989443316617E-6,176000.0,86.9,73.78636891183416,84.06326034063261,73.04526748971193,176000.0,414472.0
177000.0,18.397735763,1.9726825508501523E-6,177000.0,86.1,72.2166699980012,82.79702970297029,71.9758064516129,177000.0,414472.0
178000.0,18.495388481,1.9831532856907467E-6,178000.0,86.8,73.58298744391388,84.13461538461539,72.78350515463917,178000.0,414472.0
179000.0,18.596806962,1.9940278014670186E-6,179000.0,87.0,74.0066542965001,84.06862745098039,73.94789579158316,179000.0,414472.0
180000.0,18.697696259,2.0048455759107464E-6,180000.0,86.0,71.9704007431848,83.09178743961351,71.48676171079428,180000.0,414472.0
181000.0,18.793504608,2.015118549755613E-6,181000.0,87.7,75.42752117628257,85.39192399049881,75.20161290322581,181000.0,414472.0
182000.0,18.890490885,2.0255178259912565E-6,182000.0,86.2,72.42382581449627,83.17073170731706,72.00811359026369,182000.0,414472.0
183000.0,18.99294491,2.036503377147412E-6,183000.0,87.0,73.99292607589264,84.41247002398082,74.10358565737052,183000.0,414472.0
184000.0,19.093105103,2.047242973995968E-6,184000.0,88.4,76.77575388705809,86.32075471698113,75.88357588357589,184000.0,414472.0
